"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator-0.13-SNAPSHOT/workers/2021-03-26__12_34_33/A1_dstat.csv 5",,,,"Date:","26 Mar 2021 12:34:38 +03"

"epoch","memory usage",,,,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","1m","5m","15m"
1616751278.669,11353673728.0,1941692416.0,95011680256.0,7.03002361856e+11,9.561,3.591,85.755,0.003,0.0,1.089,334.874,155076.783,0.0,0.0,0.0,0.0,16086.940,219260.271,1.590,2.950,2.250
1616751283.694,12020137984.0,1941692416.0,95011786752.0,7.02335791104e+11,3.413,0.549,96.023,0.0,0.0,0.015,0.0,0.0,9448.200,5330.400,0.0,0.0,5033.200,8119.400,1.540,2.920,2.250
1616751288.694,11992621056.0,1941692416.0,95011786752.0,7.02363308032e+11,0.035,0.025,99.940,0.0,0.0,0.0,0.0,0.0,1143.600,976.800,0.0,0.0,914.200,1123.200,1.500,2.880,2.240
1616751293.694,11994054656.0,1941692416.0,95011799040.0,7.02361862144e+11,0.170,0.030,99.800,0.0,0.0,0.0,0.0,0.0,1401.200,578.400,0.0,0.0,1146.400,1498.800,1.460,2.850,2.230
1616751298.688,12449648640.0,1941692416.0,95011913728.0,7.01906153472e+11,4.436,0.689,94.860,0.0,0.0,0.015,0.0,0.0,81142.200,2783531.400,0.0,0.0,9354.400,15432.400,1.580,2.860,2.240
1616751303.677,12747567104.0,1941692416.0,95011950592.0,7.01608198144e+11,15.606,2.748,81.255,0.015,0.0,0.376,0.0,2457.600,10830302.800,24700077.600,0.0,0.0,65882.600,110057.200,1.540,2.830,2.230
1616751308.671,12760170496.0,1941692416.0,95011979264.0,7.0159556608e+11,5.045,5.174,89.163,0.036,0.0,0.582,0.0,146022.400,16633816.800,10671900.400,0.0,0.0,67337.800,215786.800,1.570,2.810,2.230
1616751313.670,12857737216.0,1941692416.0,95012007936.0,7.01497970688e+11,4.241,5.430,89.681,0.062,0.0,0.587,0.0,17203.200,16604033.800,10677942.200,0.0,0.0,58765.800,214821.0,1.770,2.830,2.240
1616751318.670,12876881920.0,1941692416.0,95012024320.0,7.014788096e+11,4.189,5.182,90.016,0.005,0.0,0.607,0.0,4915.200,17070367.200,10951290.600,0.0,0.0,58944.400,219990.400,1.950,2.850,2.250
1616751323.670,12876656640.0,1941692416.0,95012040704.0,7.01479018496e+11,4.121,5.135,90.137,0.026,0.0,0.581,0.0,819.200,17085050.200,10859075.600,0.0,0.0,58442.400,218259.400,2.110,2.870,2.260
1616751328.670,12922880000.0,1941692416.0,95012065280.0,7.0143277056e+11,3.959,5.147,90.261,0.051,0.0,0.581,0.0,20480.0,16998044.200,10882508.800,0.0,0.0,56304.800,216764.200,2.660,2.970,2.290
1616751333.671,12924125184.0,1941692416.0,95012081664.0,7.01431508992e+11,4.199,5.218,89.971,0.015,0.0,0.597,0.0,2457.600,16837533.800,10819484.400,0.0,0.0,58945.800,216619.800,3.090,3.050,2.320
1616751338.672,12923846656.0,1941692416.0,95012098048.0,7.01431771136e+11,3.928,5.126,90.292,0.005,0.0,0.648,0.0,108339.200,17061232.600,10946803.0,0.0,0.0,56675.200,219442.600,3.160,3.070,2.330
1616751343.671,12924014592.0,1941692416.0,95012110336.0,7.01431590912e+11,4.131,5.220,90.017,0.005,0.0,0.627,0.0,9830.400,16774642.0,10837097.800,0.0,0.0,57873.800,215978.600,3.470,3.140,2.360
1616751348.670,12928147456.0,1941692416.0,95012126720.0,7.01427441664e+11,4.008,5.141,90.228,0.005,0.0,0.618,0.0,819.200,16967907.600,10863939.400,0.0,0.0,58152.400,217349.400,3.590,3.170,2.370
1616751353.670,12938076160.0,1941692416.0,95012143104.0,7.01417496576e+11,3.955,5.214,90.219,0.0,0.0,0.612,0.0,1638.400,16842237.600,10862363.800,0.0,0.0,56448.800,216960.200,3.630,3.180,2.380
1616751358.670,12937580544.0,1941692416.0,95012159488.0,7.01417975808e+11,3.948,5.126,90.272,0.010,0.0,0.643,0.0,7372.800,16745645.400,10740209.800,0.0,0.0,56548.200,213786.600,3.660,3.190,2.390
1616751363.670,12938735616.0,1941692416.0,95012175872.0,7.01416804352e+11,4.020,5.183,90.164,0.010,0.0,0.623,0.0,3276.800,16661626.200,10675834.800,0.0,0.0,56440.800,211209.600,3.680,3.210,2.400
1616751368.670,12935512064.0,1941692416.0,95012196352.0,7.01420007424e+11,3.912,5.372,90.007,0.067,0.0,0.643,0.0,85913.600,16632807.800,10664895.0,0.0,0.0,57353.800,212511.400,3.950,3.270,2.420
1616751373.670,12921913344.0,1941692416.0,95012216832.0,7.01433585664e+11,3.887,5.143,90.333,0.0,0.0,0.638,0.0,22937.600,17039289.0,10848911.400,0.0,0.0,56360.0,214513.200,3.950,3.280,2.430
1616751378.670,12917551104.0,1941692416.0,95012241408.0,7.01437923328e+11,3.850,5.178,90.303,0.005,0.0,0.664,0.0,4915.200,16890100.400,10688408.200,0.0,0.0,56800.200,213202.600,3.880,3.280,2.430
1616751383.671,12898652160.0,1941692416.0,95012253696.0,7.01456809984e+11,3.930,5.104,90.344,0.005,0.0,0.618,0.0,1638.400,16652202.400,10626212.200,0.0,0.0,56235.400,212919.200,4.290,3.370,2.470
1616751388.670,12893093888.0,1941692416.0,95012270080.0,7.01462351872e+11,3.811,5.176,90.343,0.0,0.0,0.670,0.0,4915.200,16737945.0,10773144.200,0.0,0.0,55475.800,213820.400,4.420,3.420,2.490
1616751393.671,12880359424.0,1941692416.0,95012282368.0,7.01475074048e+11,3.895,5.166,90.305,0.005,0.0,0.628,0.0,0.0,16724948.800,10741949.800,0.0,0.0,55660.0,212991.400,4.310,3.410,2.490
1616751398.680,12860137472.0,1941692416.0,95012306944.0,7.01495271424e+11,3.903,5.250,90.189,0.005,0.0,0.653,0.0,61542.400,16749170.400,10637130.0,0.0,0.0,56581.600,211831.800,4.280,3.420,2.500
1616751403.670,12850372608.0,1941692416.0,95012319232.0,7.01505024e+11,4.102,5.189,90.059,0.0,0.0,0.649,0.0,25395.200,13439523.800,8638378.600,0.0,0.0,56681.600,213100.0,4.500,3.480,2.520
1616751408.672,12828999680.0,1941692416.0,95012339712.0,7.01526376448e+11,4.064,5.104,90.209,0.0,0.0,0.623,0.0,4915.200,16580940.0,10574836.200,0.0,0.0,56730.0,209810.800,4.620,3.520,2.540
1616751413.670,12819869696.0,1941692416.0,95012356096.0,7.01535490048e+11,3.931,5.207,90.167,0.005,0.0,0.689,0.0,1638.400,16482278.200,10661156.600,0.0,0.0,54888.200,209746.800,4.730,3.560,2.560
1616751418.670,12815486976.0,1941692416.0,95012372480.0,7.01539856384e+11,4.061,5.173,90.092,0.0,0.0,0.674,0.0,5734.400,16223642.0,10473329.0,0.0,0.0,55925.200,208359.400,4.670,3.570,2.570
1616751423.670,12799750144.0,1941692416.0,95012388864.0,7.01555576832e+11,4.037,5.225,90.095,0.005,0.0,0.638,0.0,0.0,16527987.200,10571414.0,0.0,0.0,55794.400,210193.400,4.540,3.560,2.570
