"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","SERVER3",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator-0.13-SNAPSHOT/workers/2021-03-26__12_34_33/A3_dstat.csv 5",,,,"Date:","26 Mar 2021 12:34:38 +03"

"epoch","memory usage",,,,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","1m","5m","15m"
1616751278.708,7830941696.0,811888640.0,22018355200.0,7.8064822272e+11,8.334,3.879,86.540,0.000,0.0,1.247,34.138,180870.954,0.0,0.0,0.0,0.0,7554.797,165408.100,1.080,1.260,1.180
1616751283.710,8447229952.0,811888640.0,22018465792.0,7.80031823872e+11,2.013,0.585,97.402,0.0,0.0,0.0,0.0,113049.600,10525.200,6422.600,0.0,0.0,4864.800,9457.800,1.160,1.270,1.180
1616751288.713,8434065408.0,811888640.0,22018469888.0,7.8004498432e+11,0.025,0.075,99.900,0.0,0.0,0.0,0.0,0.0,1220.200,1063.400,0.0,0.0,1416.400,2051.200,1.140,1.270,1.180
1616751293.712,8425050112.0,811888640.0,22018469888.0,7.80053999616e+11,0.020,0.035,99.945,0.0,0.0,0.0,0.0,0.0,591.600,814.0,0.0,0.0,1391.0,2011.200,1.130,1.270,1.180
1616751298.713,8442732544.0,811888640.0,22018498560.0,7.80036288512e+11,0.560,0.160,99.275,0.0,0.0,0.005,0.0,0.0,1407325.600,49399.0,0.0,0.0,4898.600,7180.800,1.120,1.260,1.180
1616751303.708,8607313920.0,811888640.0,22018506752.0,7.79871698944e+11,4.363,0.886,94.650,0.0,0.0,0.101,0.0,3276.800,16862638.200,9704821.400,0.0,0.0,22430.400,82203.0,1.110,1.260,1.180
1616751308.710,8619499520.0,811888640.0,22018506752.0,7.79859513344e+11,0.838,0.979,98.153,0.0,0.0,0.030,0.0,86323.200,7269000.600,10148709.800,0.0,0.0,37462.400,82207.800,1.100,1.250,1.180
1616751313.711,8711069696.0,811888640.0,22018506752.0,7.79767943168e+11,0.711,1.044,98.214,0.0,0.0,0.030,0.0,22118.400,7379894.0,10420302.800,0.0,0.0,36080.600,82086.200,1.090,1.250,1.180
1616751318.709,8713043968.0,811888640.0,22018510848.0,7.797659648e+11,0.581,0.949,98.440,0.0,0.0,0.030,0.0,0.0,7472478.400,10616780.600,0.0,0.0,36344.200,83667.400,1.090,1.240,1.180
