"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Server1",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator-0.13-SNAPSHOT/workers/2021-03-26__11_57_40/A1_dstat.csv 5",,,,"Date:","26 Mar 2021 11:57:46 +03"

"epoch","memory usage",,,,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","1m","5m","15m"
1616749066.546,11345326080.0,1941692416.0,94961569792.0,7.03060819968e+11,9.562,3.592,85.754,0.003,0.0,1.090,334.908,155089.038,0.0,0.0,0.0,0.0,16087.050,219278.665,1.090,1.040,1.050
1616749071.572,12007665664.0,1941692416.0,94961655808.0,7.02398394368e+11,3.431,0.514,96.045,0.005,0.0,0.005,0.0,0.0,10492.800,5909.0,0.0,0.0,4954.800,8085.400,1.160,1.060,1.060
1616749076.571,12005388288.0,1941692416.0,94961664000.0,7.02400663552e+11,0.050,0.025,99.925,0.0,0.0,0.0,0.0,0.0,1324.200,1129.200,0.0,0.0,862.600,1083.0,1.150,1.060,1.060
1616749081.571,11994611712.0,1941692416.0,94961676288.0,7.0241142784e+11,0.190,0.035,99.775,0.0,0.0,0.0,0.0,52428.800,1432.0,759.400,0.0,0.0,1079.600,1510.200,1.130,1.060,1.050
1616749086.559,12394827776.0,1941692416.0,94961778688.0,7.02011109376e+11,3.298,0.629,96.063,0.0,0.0,0.010,0.0,0.0,76479.800,2764419.200,0.0,0.0,8050.400,13937.600,1.120,1.060,1.050
1616749091.548,12758446080.0,1941692416.0,94961827840.0,7.0164744192e+11,14.647,2.395,82.609,0.015,0.0,0.334,0.0,4096.0,9901662.0,24378396.800,0.0,0.0,71999.200,91657.400,1.510,1.140,1.080
1616749096.558,12729946112.0,1941692416.0,94961848320.0,7.01675921408e+11,2.903,1.464,95.522,0.020,0.0,0.091,0.0,29491.200,1992850.0,1329419.600,0.0,0.0,27292.800,44680.200,1.550,1.150,1.090
1616749101.547,12731027456.0,1941692416.0,94961860608.0,7.01674827776e+11,1.372,1.508,97.009,0.005,0.0,0.106,0.0,15564.800,2119568.0,1374905.200,0.0,0.0,22944.600,43868.400,1.510,1.150,1.080
1616749106.551,12730761216.0,1941692416.0,94961876992.0,7.01675077632e+11,1.051,1.478,97.360,0.0,0.0,0.111,0.0,6553.600,2103411.200,1382677.200,0.0,0.0,22387.400,43629.800,1.630,1.180,1.100
1616749111.549,12730339328.0,1941692416.0,94961885184.0,7.01675491328e+11,1.337,1.544,97.008,0.0,0.0,0.111,0.0,79257.600,2109343.0,1378208.200,0.0,0.0,22537.800,43409.400,1.660,1.190,1.100
1616749116.547,12747919360.0,1941692416.0,94961901568.0,7.01657894912e+11,1.162,1.625,97.102,0.005,0.0,0.106,0.0,13107.200,2119028.0,1380333.400,0.0,0.0,22595.0,43280.400,1.770,1.220,1.110
1616749121.548,12749090816.0,1941692416.0,94961917952.0,7.01656707072e+11,1.002,1.310,97.572,0.0,0.0,0.116,0.0,9011.200,2115216.600,1388562.400,0.0,0.0,22182.0,43101.200,1.860,1.250,1.120
1616749126.548,12748734464.0,1941692416.0,94961926144.0,7.01657055232e+11,1.143,1.319,97.401,0.0,0.0,0.136,0.0,15564.800,2145987.800,1363306.800,0.0,0.0,22341.400,43332.200,1.790,1.250,1.120
1616749131.549,12755111936.0,1941692416.0,94961942528.0,7.01650661376e+11,1.078,1.224,97.577,0.0,0.0,0.121,0.0,9830.400,2124461.0,1390245.200,0.0,0.0,22142.400,43398.800,1.810,1.260,1.120
1616749136.548,12760211456.0,1941692416.0,94961950720.0,7.01645553664e+11,1.050,1.247,97.576,0.015,0.0,0.111,0.0,819.200,2111244.600,1383156.200,0.0,0.0,23152.200,43404.600,1.750,1.260,1.120
1616749141.549,12834054144.0,1941692416.0,94961963008.0,7.01571698688e+11,1.060,1.509,97.290,0.056,0.0,0.086,0.0,94105.600,2103890.0,1401014.0,0.0,0.0,23614.200,43240.800,1.770,1.270,1.130
1616749146.571,12823584768.0,1941692416.0,94961975296.0,7.01582155776e+11,0.836,1.143,97.951,0.005,0.0,0.065,0.0,4915.200,2104435.200,1356912.800,0.0,0.0,21965.600,43133.200,1.710,1.260,1.130
1616749151.556,12823203840.0,1941692416.0,94961983488.0,7.01582528512e+11,0.863,1.025,98.046,0.0,0.0,0.066,0.0,0.0,2122827.0,1391790.400,0.0,0.0,21928.200,43064.600,1.650,1.260,1.130
1616749156.556,12822011904.0,1941692416.0,94961991680.0,7.01583712256e+11,0.785,0.957,98.187,0.0,0.0,0.071,0.0,4096.0,2087594.200,1383689.200,0.0,0.0,21049.600,43123.600,1.680,1.270,1.130
1616749161.547,12838723584.0,1941692416.0,94962012160.0,7.01566980096e+11,0.853,1.005,98.026,0.015,0.0,0.101,0.0,18841.600,2113253.800,1378400.600,0.0,0.0,21739.0,43049.400,1.620,1.270,1.130
1616749166.547,12839510016.0,1941692416.0,94962024448.0,7.01566181376e+11,0.700,0.954,98.265,0.0,0.0,0.081,0.0,9011.200,2102778.800,1380801.800,0.0,0.0,22052.600,43008.800,1.730,1.300,1.140
1616749171.559,12839809024.0,1941692416.0,94962044928.0,7.01565861888e+11,0.758,1.101,98.075,0.0,0.0,0.066,0.0,63283.200,2146408.200,1394829.400,0.0,0.0,22316.800,43289.400,1.750,1.310,1.150
1616749176.547,12845400064.0,1941692416.0,94962044928.0,7.01560270848e+11,0.771,1.086,98.072,0.005,0.0,0.066,0.0,4915.200,2123714.200,1357087.800,0.0,0.0,21959.800,42697.0,1.690,1.300,1.150
1616749181.549,12851580928.0,1941692416.0,94962061312.0,7.015540736e+11,0.889,1.122,97.918,0.0,0.0,0.071,0.0,0.0,2093962.600,1380679.0,0.0,0.0,22117.600,42938.600,1.640,1.300,1.150
1616749186.549,12883099648.0,1941692416.0,94962077696.0,7.01522538496e+11,0.956,1.208,97.760,0.0,0.0,0.076,0.0,4096.0,2122392.200,1390109.200,0.0,0.0,21933.800,43019.800,1.590,1.290,1.140
1616749191.552,12883853312.0,1941692416.0,94962085888.0,7.0152177664e+11,0.986,1.046,97.897,0.0,0.0,0.071,0.0,4915.200,2109915.200,1398730.400,0.0,0.0,21851.400,43443.200,1.620,1.310,1.150
