"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","SERVER3",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator-0.13-SNAPSHOT/workers/2021-03-26__11_57_40/A3_dstat.csv 5",,,,"Date:","26 Mar 2021 11:57:46 +03"

"epoch","memory usage",,,,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","1m","5m","15m"
1616749066.611,7831818240.0,811888640.0,21968613376.0,7.80697088e+11,8.335,3.879,86.539,0.000,0.0,1.247,34.140,180879.388,0.0,0.0,0.0,0.0,7554.778,165417.171,1.080,1.030,1.050
1616749071.617,8458637312.0,811888640.0,21968752640.0,7.80070129664e+11,2.118,0.530,97.347,0.0,0.0,0.005,0.0,113049.600,10815.200,6443.600,0.0,0.0,5120.800,9491.0,1.080,1.030,1.050
1616749076.616,8443355136.0,811888640.0,21968756736.0,7.80085407744e+11,0.025,0.095,99.880,0.0,0.0,0.0,0.0,0.0,1343.800,1158.800,0.0,0.0,1433.200,2041.0,1.070,1.030,1.050
1616749081.612,8442986496.0,811888640.0,21968756736.0,7.80085776384e+11,0.030,0.045,99.925,0.0,0.0,0.0,0.0,0.0,566.0,850.200,0.0,0.0,1433.0,2077.800,1.060,1.030,1.050
1616749086.617,8463765504.0,811888640.0,21968781312.0,7.800649728e+11,0.555,0.185,99.260,0.0,0.0,0.0,0.0,69427.200,1389474.200,43886.200,0.0,0.0,4328.600,7067.200,1.060,1.030,1.050
1616749091.616,8632897536.0,811888640.0,21968797696.0,7.79895824384e+11,4.848,0.853,94.183,0.0,0.0,0.115,819.200,3276.800,16863815.800,9649907.600,0.0,0.0,17660.0,70628.0,1.050,1.030,1.050
1616749096.617,8636067840.0,811888640.0,21968797696.0,7.7989265408e+11,0.286,0.341,99.373,0.0,0.0,0.0,0.0,26214.400,817712.800,1119968.600,0.0,0.0,9747.400,13435.800,1.050,1.030,1.050
1616749101.613,8635293696.0,811888640.0,21968801792.0,7.79893424128e+11,0.271,0.276,99.448,0.0,0.0,0.005,0.0,17203.200,924247.200,1271188.200,0.0,0.0,9421.800,13342.800,1.050,1.030,1.050
1616749106.617,8637042688.0,811888640.0,21968805888.0,7.7989167104e+11,0.155,0.306,99.529,0.0,0.0,0.010,0.0,5734.400,924382.600,1285190.0,0.0,0.0,9475.600,13078.600,1.040,1.030,1.050
1616749111.617,8634343424.0,811888640.0,21968805888.0,7.79894370304e+11,0.191,0.321,99.489,0.0,0.0,0.0,0.0,0.0,932012.800,1284769.800,0.0,0.0,9609.0,13201.400,1.040,1.030,1.050
1616749116.617,8634368000.0,811888640.0,21968805888.0,7.79894345728e+11,0.145,0.311,99.544,0.0,0.0,0.0,0.0,69939.200,919214.800,1266513.800,0.0,0.0,9144.800,12958.800,1.040,1.030,1.050
1616749121.617,8634621952.0,811888640.0,21968809984.0,7.7989408768e+11,0.125,0.296,99.574,0.0,0.0,0.005,0.0,0.0,926281.0,1296186.0,0.0,0.0,9210.400,13010.200,1.030,1.030,1.050
1616749126.617,8635219968.0,811888640.0,21968814080.0,7.79893485568e+11,0.110,0.261,99.629,0.0,0.0,0.0,0.0,7372.800,892725.200,1285146.0,0.0,0.0,9417.0,12959.0,1.030,1.030,1.050
1616749131.617,8635645952.0,811888640.0,21968814080.0,7.79893059584e+11,0.150,0.296,99.549,0.0,0.0,0.005,0.0,4915.200,939543.600,1308916.800,0.0,0.0,9520.800,13434.200,1.030,1.020,1.050
1616749136.616,8637235200.0,811888640.0,21968814080.0,7.79891470336e+11,0.125,0.241,99.634,0.0,0.0,0.0,0.0,819.200,933002.0,1286209.400,0.0,0.0,9193.800,12976.400,1.030,1.020,1.050
1616749141.617,8643784704.0,811888640.0,21968818176.0,7.79884916736e+11,0.130,0.276,99.594,0.0,0.0,0.0,0.0,0.0,937668.0,1309445.0,0.0,0.0,9344.800,13321.800,1.020,1.020,1.050
1616749146.617,8722501632.0,811888640.0,21968826368.0,7.79806191616e+11,0.221,0.386,99.393,0.0,0.0,0.0,0.0,75980.800,920402.600,1285328.600,0.0,0.0,9367.200,13253.400,1.020,1.020,1.050
1616749151.617,8725983232.0,811888640.0,21968826368.0,7.79802710016e+11,0.196,0.236,99.564,0.0,0.0,0.005,0.0,2457.600,930837.800,1281180.0,0.0,0.0,9197.200,13168.0,1.020,1.020,1.050
1616749156.617,8726257664.0,811888640.0,21968826368.0,7.79802435584e+11,0.115,0.191,99.694,0.0,0.0,0.0,0.0,4915.200,944739.200,1287719.200,0.0,0.0,9216.200,12977.800,1.020,1.020,1.050
1616749161.617,8726212608.0,811888640.0,21968830464.0,7.79802476544e+11,0.151,0.256,99.593,0.0,0.0,0.0,0.0,6553.600,921770.400,1279301.800,0.0,0.0,9539.200,13240.0,1.020,1.020,1.050
1616749166.617,8726380544.0,811888640.0,21968838656.0,7.79802300416e+11,0.125,0.221,99.649,0.0,0.0,0.005,0.0,0.0,933296.0,1292872.0,0.0,0.0,9416.800,13075.200,1.020,1.020,1.050
1616749171.617,8726360064.0,811888640.0,21968838656.0,7.79802320896e+11,0.115,0.221,99.664,0.0,0.0,0.0,0.0,1638.400,929436.0,1275766.0,0.0,0.0,9325.400,12809.0,1.010,1.020,1.050
1616749176.617,8726884352.0,811888640.0,21968838656.0,7.79801796608e+11,0.120,0.261,99.614,0.0,0.0,0.005,0.0,58265.600,920953.600,1282348.0,0.0,0.0,9286.0,13052.600,1.010,1.020,1.050
1616749181.617,8727007232.0,811888640.0,21968838656.0,7.79801673728e+11,0.130,0.266,99.604,0.0,0.0,0.0,0.0,819.200,933061.0,1277673.800,0.0,0.0,9324.600,12897.400,1.010,1.020,1.050
1616749186.613,8727375872.0,811888640.0,21968846848.0,7.79801296896e+11,0.145,0.376,99.474,0.0,0.0,0.005,0.0,4096.0,937320.400,1280967.800,0.0,0.0,9340.200,13036.800,1.010,1.020,1.050
1616749191.615,8730923008.0,811888640.0,21968846848.0,7.7979774976e+11,0.145,0.261,99.594,0.0,0.0,0.0,0.0,7372.800,949802.400,1289461.200,0.0,0.0,9358.800,13357.200,1.010,1.020,1.050
1616749196.617,8730644480.0,811888640.0,21968846848.0,7.79798028288e+11,0.156,0.206,99.639,0.0,0.0,0.0,0.0,2457.600,932713.200,1292305.600,0.0,0.0,9311.200,13117.600,1.010,1.020,1.050
1616749201.617,8731209728.0,811888640.0,21968850944.0,7.79797458944e+11,0.136,0.246,99.613,0.0,0.0,0.005,0.0,0.0,945736.200,1297566.400,0.0,0.0,9446.800,13134.600,1.010,1.020,1.050
1616749206.617,8732188672.0,811888640.0,21968875520.0,7.79796455424e+11,0.130,0.221,99.649,0.0,0.0,0.0,0.0,55808.0,927322.600,1286861.200,0.0,0.0,9092.800,13105.0,1.010,1.020,1.050
1616749211.617,8732397568.0,811888640.0,21968875520.0,7.79796246528e+11,0.120,0.226,99.649,0.0,0.0,0.005,0.0,0.0,941914.800,1279241.0,0.0,0.0,8892.800,12922.400,1.010,1.020,1.050
1616749216.617,8732917760.0,811888640.0,21968875520.0,7.79795726336e+11,0.125,0.216,99.654,0.0,0.0,0.005,0.0,4915.200,905551.800,1271748.0,0.0,0.0,8908.800,12872.400,1.010,1.020,1.050
1616749221.617,8733937664.0,811888640.0,21968875520.0,7.79794706432e+11,0.135,0.226,99.634,0.0,0.0,0.005,0.0,4915.200,905615.800,1284710.0,0.0,0.0,9145.0,13177.200,1.010,1.020,1.050
1616749226.617,8734179328.0,811888640.0,21968883712.0,7.79794456576e+11,0.125,0.256,99.619,0.0,0.0,0.0,0.0,0.0,943680.200,1299507.800,0.0,0.0,9229.0,13223.600,1.090,1.030,1.050
1616749231.616,8734015488.0,811888640.0,21968883712.0,7.79794620416e+11,0.130,0.231,99.634,0.0,0.0,0.005,0.0,4915.200,942531.400,1306601.0,0.0,0.0,9052.0,13179.0,1.080,1.030,1.050
1616749236.617,8734625792.0,811888640.0,21968883712.0,7.79794010112e+11,0.181,0.241,99.574,0.0,0.0,0.005,0.0,82329.600,933746.600,1300762.800,0.0,0.0,9201.800,12950.800,1.150,1.050,1.060
1616749241.617,8734629888.0,811888640.0,21968883712.0,7.79794006016e+11,0.155,0.286,99.554,0.0,0.0,0.005,0.0,819.200,957048.0,1311193.400,0.0,0.0,9436.0,13246.400,1.140,1.050,1.050
1616749246.617,8735485952.0,811888640.0,21968887808.0,7.79793145856e+11,0.145,0.261,99.584,0.0,0.0,0.010,0.0,3276.800,932571.800,1299285.400,0.0,0.0,9054.200,13037.600,1.130,1.050,1.050
1616749251.617,8738013184.0,811888640.0,21968891904.0,7.79790614528e+11,0.150,0.326,99.519,0.0,0.0,0.005,0.0,4915.200,936329.0,1296688.600,0.0,0.0,9086.800,13227.0,1.120,1.040,1.050
1616749256.616,8780955648.0,811888640.0,21968891904.0,7.79747672064e+11,0.261,0.321,99.413,0.0,0.0,0.005,0.0,0.0,920227.400,1301249.200,0.0,0.0,9377.400,13172.200,1.110,1.040,1.050
1616749261.617,8781455360.0,811888640.0,21968891904.0,7.79747172352e+11,0.170,0.301,99.524,0.0,0.0,0.005,0.0,53248.0,933275.800,1284923.800,0.0,0.0,9389.400,13006.800,1.100,1.040,1.050
1616749266.617,8783843328.0,811888640.0,21968891904.0,7.79744784384e+11,0.170,0.301,99.519,0.0,0.0,0.010,0.0,75059.200,947593.400,1305025.400,0.0,0.0,9465.600,13436.400,1.170,1.060,1.060
1616749271.617,8783867904.0,811888640.0,21968896000.0,7.79744755712e+11,0.135,0.356,99.509,0.0,0.0,0.0,0.0,0.0,931714.200,1263877.600,0.0,0.0,9066.0,12839.600,1.160,1.060,1.060
1616749276.617,8783777792.0,811888640.0,21968904192.0,7.79744837632e+11,0.145,0.276,99.569,0.0,0.0,0.010,0.0,6553.600,943694.400,1311550.400,0.0,0.0,9019.200,13080.200,1.150,1.060,1.060
1616749281.617,8783773696.0,811888640.0,21968904192.0,7.79744841728e+11,0.155,0.331,99.514,0.0,0.0,0.0,0.0,7372.800,914907.400,1288649.400,0.0,0.0,9023.800,13022.200,1.130,1.060,1.060
1616749286.617,8784015360.0,811888640.0,21968908288.0,7.79744595968e+11,0.155,0.271,99.569,0.0,0.0,0.005,0.0,0.0,946860.400,1307424.200,0.0,0.0,9239.0,13028.600,1.120,1.060,1.060
1616749291.617,8787038208.0,811888640.0,21968908288.0,7.7974157312e+11,0.155,0.311,99.529,0.0,0.0,0.005,0.0,0.0,902905.400,1265395.600,0.0,0.0,8995.600,12769.200,1.110,1.050,1.060
1616749296.617,8787488768.0,811888640.0,21968908288.0,7.7974112256e+11,0.155,0.301,99.539,0.0,0.0,0.005,0.0,59801.600,908487.200,1277632.600,0.0,0.0,8939.0,12875.0,1.100,1.050,1.050
1616749301.616,8787566592.0,811888640.0,21968912384.0,7.7974104064e+11,0.160,0.331,99.504,0.0,0.0,0.005,0.0,2457.600,913501.200,1286346.400,0.0,0.0,8950.800,12867.600,1.180,1.070,1.060
1616749306.617,8787058688.0,811888640.0,21968916480.0,7.79741544448e+11,0.155,0.266,99.574,0.0,0.0,0.005,0.0,4096.0,921581.0,1288278.0,0.0,0.0,8902.0,12982.800,1.160,1.070,1.060
1616749311.617,8787378176.0,811888640.0,21968916480.0,7.7974122496e+11,0.160,0.361,99.474,0.0,0.0,0.005,0.0,5734.400,917411.0,1277637.800,0.0,0.0,9109.0,12960.0,1.150,1.070,1.060
1616749316.617,8787316736.0,811888640.0,21968916480.0,7.797412864e+11,0.155,0.286,99.549,0.0,0.0,0.010,0.0,0.0,910034.600,1299211.0,0.0,0.0,9308.200,12917.400,1.140,1.070,1.060
1616749321.617,8788201472.0,811888640.0,21968920576.0,7.79740397568e+11,0.150,0.281,99.564,0.0,0.0,0.005,0.0,0.0,935753.600,1319363.400,0.0,0.0,9294.800,13077.800,1.130,1.070,1.060
1616749326.617,8787988480.0,811888640.0,21968924672.0,7.79740606464e+11,0.160,0.331,99.504,0.0,0.0,0.005,0.0,55910.400,946216.400,1290805.0,0.0,0.0,9426.0,13237.400,1.120,1.060,1.060
