"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","SERVER3",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator-0.13-SNAPSHOT/workers/2021-03-26__12_27_11/A3_dstat.csv 5",,,,"Date:","26 Mar 2021 12:27:16 +03"

"epoch","memory usage",,,,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","1m","5m","15m"
1616750836.965,7829307392.0,811888640.0,22017900544.0,7.8065031168e+11,8.334,3.879,86.540,0.000,0.0,1.247,34.138,180872.837,0.0,0.0,0.0,0.0,7554.622,165409.545,1.0,1.010,1.050
1616750841.970,8195346432.0,811888640.0,22018064384.0,7.802841088e+11,1.730,0.445,97.826,0.0,0.0,0.0,0.0,112230.400,11105.200,6691.200,0.0,0.0,4976.400,11005.200,1.0,1.010,1.050
1616750846.970,8198430720.0,811888640.0,22018068480.0,7.80281020416e+11,0.185,0.115,99.700,0.0,0.0,0.0,0.0,0.0,1462.400,1267.0,0.0,0.0,1805.200,3001.200,1.0,1.010,1.050
1616750851.970,8198574080.0,811888640.0,22018068480.0,7.80280877056e+11,0.050,0.060,99.890,0.0,0.0,0.0,0.0,0.0,648.400,825.800,0.0,0.0,1489.200,2110.600,1.0,1.010,1.050
1616750856.970,8233033728.0,811888640.0,22018088960.0,7.80246396928e+11,0.700,0.160,99.130,0.0,0.0,0.010,0.0,0.0,159306.600,40406.800,0.0,0.0,3627.0,7046.400,1.0,1.010,1.050
1616750861.967,8431640576.0,811888640.0,22018093056.0,7.80047785984e+11,4.646,0.874,94.395,0.0,0.0,0.085,0.0,74444.800,16656203.600,9542843.800,0.0,0.0,21640.400,61518.400,1.0,1.010,1.050
1616750866.970,8565125120.0,811888640.0,22018097152.0,7.79914297344e+11,0.790,1.112,97.912,0.0,0.0,0.186,0.0,7372.800,7527123.0,10950324.200,0.0,0.0,34218.400,64615.800,1.0,1.010,1.050
1616750871.970,8662798336.0,811888640.0,22018105344.0,7.79816615936e+11,0.961,1.077,97.766,0.0,0.0,0.196,0.0,22937.600,7540121.400,10842277.800,0.0,0.0,33428.800,62964.200,1.0,1.010,1.050
1616750876.970,8668008448.0,811888640.0,22018105344.0,7.79811405824e+11,0.910,0.930,97.868,0.0,0.0,0.292,0.0,21299.200,7638536.800,11000870.400,0.0,0.0,33970.800,64373.400,1.0,1.010,1.050
1616750881.970,8690671616.0,811888640.0,22018109440.0,7.7978873856e+11,0.669,1.017,98.108,0.0,0.0,0.206,0.0,0.0,7442349.200,10796609.600,0.0,0.0,32592.600,62251.400,1.0,1.010,1.050
1616750886.970,8766803968.0,811888640.0,22018113536.0,7.79712602112e+11,0.749,1.100,97.860,0.0,0.0,0.291,0.0,0.0,7608730.200,11047362.600,0.0,0.0,33243.600,63934.600,1.0,1.010,1.050
1616750891.970,8766763008.0,811888640.0,22018113536.0,7.79712643072e+11,0.613,0.966,98.114,0.0,0.0,0.307,0.0,71680.0,7607112.200,11065362.800,0.0,0.0,32372.400,63427.0,1.0,1.010,1.050
1616750896.970,8767725568.0,811888640.0,22018121728.0,7.7971167232e+11,0.634,1.082,98.068,0.0,0.0,0.216,0.0,0.0,7647752.800,11065690.0,0.0,0.0,32532.800,62974.0,1.0,1.010,1.050
1616750901.970,8771080192.0,811888640.0,22018121728.0,7.79708317696e+11,0.718,0.955,98.005,0.0,0.0,0.322,0.0,4096.0,7698062.0,11235821.0,0.0,0.0,33237.600,64568.0,1.160,1.050,1.060
