"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","SERVER2",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator-0.13-SNAPSHOT/workers/2021-03-26__12_05_41/A2_dstat.csv 5",,,,"Date:","26 Mar 2021 12:05:47 +03"

"epoch","memory usage",,,,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","1m","5m","15m"
1616749547.061,10489372672.0,1654558720.0,34743693312.0,7.64422148096e+11,8.421,3.073,87.462,0.003,0.0,1.041,106.043,191636.446,0.0,0.0,0.0,0.0,7567.681,335306.389,1.0,1.050,1.050
1616749552.086,10486779904.0,1654558720.0,34743693312.0,7.64424740864e+11,0.010,0.0,99.990,0.0,0.0,0.0,0.0,52428.800,1840.800,1255.0,0.0,0.0,1064.200,1082.200,1.0,1.050,1.050
1616749557.085,10490847232.0,1654558720.0,34743693312.0,7.64420673536e+11,0.005,0.0,99.995,0.0,0.0,0.0,0.0,0.0,197.600,76.800,0.0,0.0,1054.400,1044.600,1.0,1.050,1.050
1616749562.085,10490531840.0,1654558720.0,34743693312.0,7.64420988928e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,117.600,25.600,0.0,0.0,1023.0,1023.600,1.0,1.050,1.050
1616749567.085,10494763008.0,1654558720.0,34743693312.0,7.6441675776e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,0.0,91.200,64.800,0.0,0.0,1054.800,1050.800,1.0,1.050,1.050
1616749572.085,10494414848.0,1654558720.0,34743693312.0,7.6441710592e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4096.0,425.200,130.800,0.0,0.0,1030.0,1030.400,1.0,1.050,1.050
1616749577.085,10496204800.0,1654558720.0,34743697408.0,7.64415311872e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15564.800,104.800,32.400,0.0,0.0,1063.200,1048.800,1.0,1.040,1.050
1616749582.085,10496188416.0,1654558720.0,34743697408.0,7.64415328256e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,83456.0,354.400,144.0,0.0,0.0,1240.800,1053.800,1.0,1.040,1.050
1616749587.085,10496221184.0,1654558720.0,34743697408.0,7.64415295488e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,0.0,359.600,137.0,0.0,0.0,1099.800,1075.800,1.0,1.040,1.050
1616749592.085,10497351680.0,1654558720.0,34745479168.0,7.64412383232e+11,0.015,0.015,99.970,0.0,0.0,0.0,0.0,52428.800,415386.0,12521.400,0.0,0.0,1926.200,2186.400,1.0,1.040,1.050
1616749597.085,10496274432.0,1654558720.0,34748870656.0,7.64410068992e+11,0.020,0.005,99.975,0.0,0.0,0.0,0.0,0.0,595445.400,17093.800,0.0,0.0,2087.600,2513.600,1.0,1.040,1.050
1616749602.085,10496954368.0,1654558720.0,34750984192.0,7.6440727552e+11,0.005,0.010,99.985,0.0,0.0,0.0,0.0,0.0,597775.0,17638.600,0.0,0.0,2189.800,2649.400,1.0,1.040,1.050
1616749607.085,10498936832.0,1654558720.0,34753871872.0,7.64402405376e+11,0.010,0.005,99.985,0.0,0.0,0.0,0.0,0.0,596563.600,17433.400,0.0,0.0,2242.600,2743.800,1.0,1.040,1.050
1616749612.085,10498220032.0,1654558720.0,34757255168.0,7.6439973888e+11,0.010,0.005,99.985,0.0,0.0,0.0,0.0,92672.0,596292.400,17600.0,0.0,0.0,2210.200,2668.400,1.0,1.040,1.050
1616749617.085,10498654208.0,1654558720.0,34759360512.0,7.6439719936e+11,0.005,0.005,99.990,0.0,0.0,0.0,0.0,4096.0,594033.400,17397.400,0.0,0.0,2235.200,2676.800,1.0,1.040,1.050
1616749622.085,10499330048.0,1654558720.0,34762219520.0,7.64393664512e+11,0.005,0.010,99.985,0.0,0.0,0.0,0.0,2445312.0,592465.0,17785.800,0.0,0.0,2220.200,2674.800,1.0,1.040,1.050
1616749627.085,10499395584.0,1654558720.0,34765103104.0,7.64390715392e+11,0.010,0.010,99.980,0.0,0.0,0.0,0.0,0.0,603028.800,17899.400,0.0,0.0,2241.800,2663.800,1.0,1.040,1.050
1616749632.085,10497413120.0,1654558720.0,34766340096.0,7.64391460864e+11,0.005,0.005,99.990,0.0,0.0,0.0,0.0,104857.600,217176.400,6805.200,0.0,0.0,1522.400,1646.200,1.0,1.040,1.050
1616749637.085,10497073152.0,1654558720.0,34766344192.0,7.64391796736e+11,0.005,0.005,99.990,0.0,0.0,0.0,0.0,0.0,179.800,16.200,0.0,0.0,1051.600,1050.800,1.0,1.040,1.050
1616749642.085,10497073152.0,1654558720.0,34766344192.0,7.64391796736e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,300032.0,270.600,125.200,0.0,0.0,1054.600,1051.0,1.0,1.040,1.050
1616749647.085,10497073152.0,1654558720.0,34766344192.0,7.64391796736e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,687308.800,190.800,111.800,0.0,0.0,1276.600,1075.0,1.0,1.040,1.050
1616749652.085,10497069056.0,1654558720.0,34766348288.0,7.64391796736e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,338329.600,270.600,150.800,0.0,0.0,1031.600,1033.0,1.0,1.040,1.050
1616749657.085,10496937984.0,1654558720.0,34766352384.0,7.64391923712e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,639795.200,246.600,32.600,0.0,0.0,1048.200,1040.400,1.0,1.040,1.050
1616749662.085,10496684032.0,1654558720.0,34766352384.0,7.64392177664e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,195788.800,300.800,130.400,0.0,0.0,1037.0,1039.0,1.0,1.040,1.050
1616749667.085,10496557056.0,1654558720.0,34766352384.0,7.6439230464e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,0.0,143.200,16.200,0.0,0.0,1098.400,1083.800,1.0,1.040,1.050
1616749672.085,10498224128.0,1654558720.0,34767155200.0,7.64389834752e+11,0.020,0.015,99.965,0.0,0.0,0.0,0.0,64102.400,177966.400,6526.0,0.0,0.0,1768.0,1877.0,1.0,1.030,1.050
1616749677.085,10498154496.0,1654558720.0,34769252352.0,7.64387807232e+11,0.005,0.005,99.985,0.0,0.0,0.005,0.0,0.0,374803.600,11400.600,0.0,0.0,1712.600,1937.200,1.0,1.030,1.050
1616749682.085,10499072000.0,1654558720.0,34770845696.0,7.64385296384e+11,0.015,0.005,99.980,0.0,0.0,0.0,0.0,0.0,447935.200,12675.200,0.0,0.0,1844.0,2176.600,1.0,1.030,1.050
1616749687.085,10514489344.0,1654558720.0,34771632128.0,7.64369092608e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,330038.400,18738.200,0.0,0.0,1616.800,1457.600,1.0,1.030,1.050
1616749692.085,10515968000.0,1654558720.0,34771632128.0,7.64367613952e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,149931.400,11854.600,0.0,0.0,1250.200,1025.800,1.0,1.030,1.050
1616749697.085,10532528128.0,1654558720.0,34773729280.0,7.64348956672e+11,0.005,0.005,99.990,0.0,0.0,0.0,0.0,1638.400,109065.200,8449.400,0.0,0.0,1260.0,1110.800,1.0,1.030,1.050
1616749702.085,10534846464.0,1654558720.0,34773729280.0,7.64346638336e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,1600204.800,314343.200,25334.800,0.0,0.0,1553.0,1075.400,1.0,1.030,1.050
1616749707.085,10551500800.0,1654558720.0,34773995520.0,7.6432971776e+11,0.005,0.0,99.995,0.0,0.0,0.0,0.0,0.0,121689.400,9492.600,0.0,0.0,1306.0,1113.600,1.0,1.030,1.050
1616749712.085,10550550528.0,1654558720.0,34774519808.0,7.64330143744e+11,0.005,0.0,99.995,0.0,0.0,0.0,0.0,0.0,601410.400,40190.400,0.0,0.0,2129.0,1105.0,1.0,1.030,1.050
1616749717.085,10567966720.0,1654558720.0,34774519808.0,7.64312727552e+11,0.005,0.005,99.990,0.0,0.0,0.0,0.0,0.0,592031.0,83304.800,0.0,0.0,2420.0,1102.0,1.0,1.030,1.050
1616749722.085,10565767168.0,1654558720.0,34775568384.0,7.64313878528e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,819.200,312987.0,21700.800,0.0,0.0,1518.200,1091.400,1.0,1.030,1.050
1616749727.085,10582396928.0,1654558720.0,34775572480.0,7.64297244672e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,0.0,140.600,0.0,0.0,0.0,1064.0,1059.400,1.0,1.030,1.050
1616749732.085,10582396928.0,1654558720.0,34775572480.0,7.64297244672e+11,0.005,0.0,99.995,0.0,0.0,0.0,0.0,64921.600,52500.800,4104.600,0.0,0.0,1161.200,1130.600,1.0,1.030,1.050
1616749737.085,10595880960.0,1654558720.0,34775834624.0,7.64283498496e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,2457.600,597677.0,39319.800,0.0,0.0,1968.400,1113.0,1.0,1.030,1.050
1616749742.085,10598637568.0,1654558720.0,34777673728.0,7.64278902784e+11,0.015,0.0,99.985,0.0,0.0,0.0,0.0,786432.0,353470.600,14584.800,0.0,0.0,1709.0,1663.400,1.0,1.030,1.050
1616749747.085,10602143744.0,1654558720.0,34777939968.0,7.64275130368e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,0.0,124601.800,7536.800,0.0,0.0,1434.600,1127.400,1.0,1.030,1.050
1616749752.085,10600984576.0,1654558720.0,34779516928.0,7.64274712576e+11,0.015,0.0,99.985,0.0,0.0,0.0,0.0,0.0,218425.0,9067.600,0.0,0.0,1335.800,1461.800,1.0,1.030,1.050
1616749757.085,10600988672.0,1654558720.0,34780307456.0,7.64273917952e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,819.200,146349.600,3955.0,0.0,0.0,1318.600,1438.200,1.0,1.030,1.050
1616749762.085,10600898560.0,1654558720.0,34781093888.0,7.64273221632e+11,0.005,0.0,99.995,0.0,0.0,0.0,0.0,64000.0,160856.400,4236.400,0.0,0.0,1298.600,1411.400,1.0,1.030,1.050
1616749767.085,10600816640.0,1654558720.0,34781622272.0,7.64272775168e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,0.0,167943.400,4483.400,0.0,0.0,1350.200,1439.600,1.0,1.030,1.050
1616749772.085,10600591360.0,1654558720.0,34782670848.0,7.64271951872e+11,0.005,0.005,99.990,0.0,0.0,0.0,0.0,4096.0,187140.400,4898.800,0.0,0.0,1343.600,1466.800,1.0,1.020,1.050
1616749777.086,10600185856.0,1654558720.0,34783981568.0,7.64271046656e+11,0.005,0.0,99.995,0.0,0.0,0.0,0.0,0.0,262437.200,6847.800,0.0,0.0,1682.200,1647.400,1.0,1.020,1.050
1616749782.086,10599796736.0,1654558720.0,34784751616.0,7.64270665728e+11,0.010,0.005,99.985,0.0,0.0,0.0,0.0,1363148.800,76412.800,1994.800,0.0,0.0,1381.600,1499.0,1.0,1.020,1.050
1616749787.085,10604740608.0,1654558720.0,34785558528.0,7.64264914944e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,0.0,293225.800,7646.200,0.0,0.0,1406.0,1526.600,1.0,1.020,1.050
1616749792.085,10605854720.0,1654558720.0,34786607104.0,7.64262752256e+11,0.015,0.0,99.985,0.0,0.0,0.0,0.0,58982.400,291578.200,13407.600,0.0,0.0,1704.400,1612.200,1.0,1.020,1.050
1616749797.085,10605834240.0,1654558720.0,34786607104.0,7.64262772736e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,77867.0,6222.200,0.0,0.0,1084.600,1079.400,1.0,1.020,1.050
1616749802.085,10609238016.0,1654558720.0,34786615296.0,7.64259360768e+11,0.010,0.010,99.980,0.0,0.0,0.0,0.0,0.0,179.800,25.600,0.0,0.0,1161.800,1148.200,1.0,1.020,1.050
1616749807.085,10608037888.0,1654558720.0,34788192256.0,7.64258983936e+11,0.010,0.005,99.985,0.0,0.0,0.0,0.0,2457.600,191421.400,15275.0,0.0,0.0,1382.400,1103.600,1.0,1.020,1.050
1616749812.085,10608041984.0,1654558720.0,34788454400.0,7.64258717696e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,39482.200,1190.400,0.0,0.0,1257.200,1202.600,1.0,1.020,1.050
1616749817.085,10608525312.0,1654558720.0,34788716544.0,7.64257972224e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,786432.0,139577.400,9464.200,0.0,0.0,1101.600,1042.0,1.0,1.020,1.050
1616749822.085,10609594368.0,1654558720.0,34789502976.0,7.64256116736e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,58265.600,301902.200,24086.800,0.0,0.0,1536.400,1133.400,1.0,1.020,1.050
1616749827.085,10610307072.0,1654558720.0,34789765120.0,7.64255141888e+11,0.0,0.005,99.995,0.0,0.0,0.0,0.0,819.200,202416.400,15679.0,0.0,0.0,1411.0,1153.600,1.0,1.020,1.050
1616749832.085,10611130368.0,1654558720.0,34789765120.0,7.64254318592e+11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4915.200,164623.600,11851.600,0.0,0.0,1271.800,1036.800,1.0,1.020,1.050
1616749837.085,10607763456.0,1654558720.0,34791342080.0,7.64256108544e+11,0.005,0.0,99.995,0.0,0.0,0.0,0.0,0.0,20784.600,1023.800,0.0,0.0,1087.400,1106.400,1.0,1.020,1.050
1616749842.085,10607525888.0,1654558720.0,34792243200.0,7.64255444992e+11,0.005,0.005,99.990,0.0,0.0,0.0,0.0,0.0,152014.400,4062.400,0.0,0.0,1591.200,1515.0,1.0,1.020,1.050
1616749847.085,10608447488.0,1654558720.0,34792210432.0,7.6425455616e+11,0.010,0.005,99.985,0.0,0.0,0.0,0.0,1638.400,903.200,666.400,0.0,0.0,1175.600,1156.800,1.0,1.020,1.050
1616749852.069,10859495424.0,1654558720.0,34792255488.0,7.64003463168e+11,0.572,0.070,99.358,0.0,0.0,0.0,0.0,764416.0,904.800,561.600,0.0,0.0,4186.800,5182.200,1.0,1.020,1.050
1616749857.086,11031470080.0,1654558720.0,34792321024.0,7.63831422976e+11,1.182,0.115,98.703,0.0,0.0,0.0,0.0,0.0,4130.400,1430.200,0.0,0.0,5905.600,7349.600,1.0,1.020,1.050
1616749862.085,11031908352.0,1654558720.0,34792325120.0,7.63830980608e+11,0.030,0.005,99.965,0.0,0.0,0.0,0.0,819.200,640.600,785.600,0.0,0.0,1547.800,1581.200,1.0,1.020,1.050
1616749867.085,11102490624.0,1654558720.0,34792341504.0,7.63760381952e+11,0.580,0.040,99.380,0.0,0.0,0.0,0.0,0.0,157918.600,34758.0,0.0,0.0,5709.0,6792.200,1.0,1.020,1.050
1616749872.085,11255816192.0,1654558720.0,34792353792.0,7.63607044096e+11,3.168,0.417,96.380,0.0,0.0,0.035,0.0,0.0,16599153.0,9411942.200,0.0,0.0,34449.0,51398.800,1.0,1.020,1.050
